Sesotho (st)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
ho sebetsa	0	0	0	0	0	0	0	0	0	0
e boima	0	1	0	0	0	0	0	0	0	0
labyrinth	0	1	0	1	0	0	0	0	0	0
lakane	0	0	0	0	0	0	0	0	0	0
lace	1	1	1	0	0	1	0	1	0	1
ho hloka	0	1	0	0	0	0	0	0	0	0
ho haelloa ke letho	0	1	0	0	0	0	0	0	0	0
ho hloka chelete	0	1	0	0	0	0	0	0	0	0
lacquer	0	0	0	0	0	0	0	0	0	0
lacrosse	0	0	0	0	0	0	0	0	0	0
mohlankana	0	0	0	0	0	0	0	0	0	0
lere	0	0	0	0	0	0	0	0	0	0
e laetsoeng	0	1	0	0	0	0	0	0	0	0
ho laela	0	0	0	0	0	0	0	0	0	0
ladle	0	0	0	0	0	0	0	0	0	0
mofumahali	0	0	0	0	0	0	0	0	0	0
lag	0	1	0	0	0	0	0	0	0	0
ho koala	0	1	1	1	1	0	0	1	0	0
lagoon	0	0	0	0	0	0	0	0	0	0
ho laela	0	1	0	0	0	0	0	0	0	0
lihlopha	0	0	0	0	0	0	0	0	0	0
let?a	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
nku	1	0	0	0	0	0	1	0	0	1
lla	0	1	0	0	1	1	0	1	0	0
ho lla	0	0	0	0	0	0	0	1	0	0
lamina	0	0	0	0	0	0	0	0	0	0
laminated	0	0	0	0	0	0	0	0	0	0
lebone	0	0	0	0	0	0	0	0	0	0
lerumo	0	0	0	0	0	0	0	0	0	0
sehlahisoa	0	0	0	0	0	0	0	0	0	0
naha	1	0	0	0	0	0	0	0	0	0
a theoha	1	0	0	0	0	0	0	0	0	0
ho theoha	0	0	0	0	0	0	0	0	0	0
e koaletsoeng	0	0	0	0	0	0	0	0	0	0
mong'a ntlo	0	0	0	0	0	0	0	0	0	0
sebaka sa bohlokoa	0	0	0	0	0	0	0	0	0	1
linaha	0	0	0	0	0	0	0	0	0	0
sebaka sa naha	0	0	0	0	0	0	0	0	0	0
landscaping	0	0	0	0	0	0	0	0	0	0
ho senya	0	1	0	0	0	1	0	1	0	0
lane	0	0	0	0	0	0	0	0	0	0
puo	0	0	0	0	0	0	0	0	0	0
e lahlile	0	1	0	0	0	0	0	0	0	0
e nyahame	0	1	0	0	0	0	0	0	0	0
ho nyahama	0	1	0	0	0	1	0	1	0	0
lanky	0	0	0	0	0	0	0	0	0	0
lebone	0	0	0	0	0	0	0	0	0	0
lesapo	0	0	0	0	0	0	0	0	0	0
lapel	0	0	0	0	0	0	0	0	0	0
e felile	0	1	0	0	0	0	0	0	0	0
e felile	0	0	0	0	0	0	0	0	0	0
larceny	0	1	0	0	1	0	0	0	0	0
lard	0	0	0	0	0	0	0	0	0	0
fokotsa	0	0	0	0	0	0	0	0	0	0
e kholo	0	0	0	0	0	0	0	0	0	0
e kholoanyane	0	0	0	0	1	0	0	0	1	1
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
lark	0	0	0	0	0	0	0	0	0	0
larva	0	0	0	0	0	0	0	0	0	0
larynx	0	0	0	0	0	0	0	0	0	0
laser	1	0	0	0	0	0	0	0	0	1
ho lahla	0	1	1	0	0	1	0	0	0	0
lass	0	0	0	0	0	0	0	0	0	0
lasso	0	0	0	0	0	0	0	0	0	0
e t?oarellang	0	0	0	0	0	0	0	0	0	0
latch	0	0	0	0	0	0	0	0	0	0
morao	0	1	0	0	0	0	0	1	0	0
lateness	0	1	0	0	0	0	0	0	0	0
latent	0	1	1	1	1	0	0	0	1	0
kamoso	0	0	0	0	0	0	0	0	0	0
hamorao	0	0	0	0	0	0	0	0	0	0
latex	0	0	0	0	0	0	0	0	0	0
lathe	0	0	0	0	0	0	0	0	0	0
lather	0	0	0	0	0	0	0	0	0	0
latitude	0	0	0	0	0	0	0	0	0	0
matloana	0	1	0	0	1	0	0	0	0	0
lattice	0	0	0	0	0	0	0	0	0	0
e babatsehang	1	0	0	0	0	0	0	0	0	0
t?eha	1	0	0	0	0	0	1	0	1	0
laughable	0	1	0	0	1	0	0	0	0	0
ho t?eha	1	0	0	0	0	0	1	0	0	0
lit?eho	1	0	0	1	0	0	1	0	1	0
qala	1	0	0	1	0	0	0	0	0	0
ho hlatsoa liaparo	0	0	0	0	0	0	0	0	0	0
laureate	1	0	0	0	0	0	0	0	0	1
laurel	1	0	0	0	0	0	0	0	0	0
li-laurels	1	0	0	0	0	0	1	0	0	0
lava	0	1	1	0	0	1	0	0	0	0
hlapa	0	0	0	0	0	0	0	0	0	0
ho hlatsoa	0	0	0	0	1	0	0	0	0	0
lavender	0	0	0	0	0	0	0	0	0	0
e khahleha	1	0	0	0	0	0	0	0	0	0
molao	0	0	0	0	0	0	0	0	0	1
e lumelloa ke molao	1	0	0	0	0	0	0	0	0	1
tl?lo ea molao	0	1	1	0	0	1	0	0	0	0
mohloa	0	0	0	0	0	0	0	0	0	0
nyeoe	0	1	1	0	1	1	0	1	1	0
ramolao	0	1	1	0	1	1	0	0	0	0
ho tsuba	0	1	0	0	0	0	0	1	0	0
ho laxative	0	1	0	0	1	1	0	0	0	0
robala	0	0	0	0	0	0	0	0	0	0
lera	0	0	0	0	0	0	0	0	0	0
e silafalitsoe	0	0	0	0	0	0	0	0	0	0
setman	0	0	0	0	0	0	0	0	0	0
ea botsoa	0	1	0	0	0	0	0	0	0	0
lea	0	0	0	0	0	0	0	0	0	0
motataisi	1	0	0	0	0	0	0	0	0	0
moeta-pele	1	0	0	0	0	0	0	0	0	1
e etellang pele	0	0	0	0	0	0	0	0	0	1
tataiso	0	0	0	0	0	0	0	0	0	0
lekhasi	0	0	0	0	0	0	0	0	0	0
leaflet	0	0	0	0	0	0	0	0	0	0
makhasi	0	0	0	0	0	0	0	0	0	0
selekane	1	0	0	0	0	0	0	0	0	0
leak	0	1	0	0	0	0	0	0	0	0
ho fofa	0	1	0	0	0	0	0	0	0	0
leaky	0	1	0	0	0	0	0	0	0	0
e otlolohile	0	0	0	0	0	0	0	0	0	0
e t?ehetse	0	0	0	0	0	0	0	0	0	0
ho it?etleha	0	0	0	0	0	0	0	0	0	1
leap	0	0	0	0	0	0	0	0	0	0
ithute	1	0	0	0	0	0	0	0	0	0
ba ithutile	0	0	0	0	0	0	0	0	0	0
moithuti	0	0	0	0	0	0	0	0	0	0
ho ithuta	1	0	0	0	0	0	0	0	0	0
ho hira	0	0	0	0	0	0	0	0	0	0
leash	0	0	0	0	0	0	0	0	0	0
letlalo	0	0	0	0	0	0	0	0	0	0
letlalo	0	0	0	0	0	0	0	0	0	0
tloha	0	1	0	0	0	0	0	1	1	0
puo	0	0	0	0	0	0	0	0	0	0
morupeli	1	0	0	0	0	0	0	0	0	0
leb?po	0	0	0	0	0	0	0	0	0	0
holo	0	0	0	0	0	0	0	0	0	0
lee	0	0	0	0	0	0	0	0	0	0
leech	0	1	0	0	0	0	0	0	0	0
leeches	0	1	0	0	1	1	0	0	0	0
NO TRANSLATION	0	1	0	0	1	0	0	0	0	0
leery	0	0	0	0	0	0	0	0	1	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
leeway	1	0	0	0	0	0	0	0	0	0
ho le let?ehali	0	0	0	0	0	0	0	0	0	0
leoto	0	0	0	0	0	0	0	0	0	0
lefa	0	0	0	0	0	0	0	0	0	0
tsa molao	1	0	0	0	0	0	0	0	0	1
molao	0	0	0	0	0	0	0	0	0	0
ho ngolisoa	0	0	0	0	0	0	0	0	0	0
e ngotsoe ka molao	1	0	1	0	0	1	1	0	0	1
ka molao	0	0	0	0	0	0	0	0	0	0
t??mo	0	0	0	0	0	0	0	0	0	0
e ikhethang	1	0	0	0	0	0	0	0	0	0
molao-motheo	1	0	0	0	0	0	0	0	0	0
e hlakileng	1	0	0	0	0	0	0	0	0	0
legion	0	0	0	0	0	0	0	0	0	0
melao ea molao	0	0	0	0	0	0	0	0	0	0
molao	0	0	0	0	0	0	0	0	0	0
melao ea molao	0	0	0	0	0	0	0	0	0	0
molaoli oa molao	0	0	0	0	0	0	0	0	0	1
benyamente	0	0	0	0	0	0	0	0	0	1
bolokolohi	0	0	0	0	0	0	0	0	0	1
maoto	0	0	0	0	0	0	0	0	0	0
legume	0	0	0	0	0	0	0	0	0	0
boithabiso	1	0	0	1	0	0	1	0	1	1
ho phomola	1	0	0	0	0	0	0	0	0	0
lemma	1	0	0	0	0	0	0	0	0	0
sirilamunu	0	1	0	0	1	0	0	0	0	0
o alima	0	0	0	0	0	0	0	0	0	0
lender	0	0	0	0	0	0	0	0	0	1
ho alima chelete	0	0	0	0	0	0	0	0	0	0
bolelele	0	0	0	0	0	0	0	0	0	0
e lelefatsa	0	0	0	0	0	0	0	0	0	0
e lelefalitsoe	0	0	0	0	0	0	0	0	0	0
ho lelefatsa	0	0	0	0	0	0	0	0	0	0
bolelele	0	0	0	0	0	0	0	0	0	0
e telele	0	0	0	0	0	0	0	0	0	0
ho ba bonolo	0	0	0	0	0	0	0	0	0	0
e bonolo	1	0	0	0	0	0	0	0	0	0
lense	0	0	0	0	0	0	0	0	0	0
lengau	0	0	0	0	0	0	0	0	0	0
lepera	0	1	0	0	1	1	0	1	0	0
lesbian	0	1	0	0	1	0	0	1	0	0
lesbianism	0	0	0	0	0	0	0	0	0	0
lessee	0	0	0	0	0	0	0	0	0	0
fokotsa	0	1	0	1	0	0	0	0	0	0
fokotseha	0	0	0	0	0	0	0	0	0	0
ho fokotseha	0	1	0	0	1	0	0	0	0	0
thuto	1	0	0	1	0	0	0	0	0	1
e nyane	0	0	0	0	0	0	0	0	0	0
lethal	0	1	0	0	1	1	0	1	0	0
lethargic	0	0	0	0	0	0	0	0	0	0
lethargy	0	1	0	0	0	0	0	1	0	0
lengolo	0	0	0	1	0	0	0	0	0	0
lettered	1	0	0	1	0	0	0	0	0	1
mangolo	0	0	0	0	0	0	0	0	0	0
lethisi	0	0	0	0	0	0	0	0	0	0
leukemia	0	1	1	0	0	1	0	1	0	0
levee	0	0	0	0	0	0	0	0	0	1
boemo	1	0	0	0	0	0	0	0	0	1
lever	0	0	0	0	0	0	0	0	0	0
t?ebetso	1	0	0	0	0	0	0	0	0	0
levy	0	1	0	0	0	0	0	0	0	0
e lit?ila	0	1	0	0	1	0	0	0	0	0
lexicon	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
likoloto	0	0	0	0	0	0	0	0	0	0
boikarabelo	0	0	0	0	0	0	0	0	0	0
kgokahanyo	0	1	0	0	0	0	0	0	0	0
ea leshano	0	1	0	0	1	0	0	0	0	0
libel	0	1	1	0	0	1	0	0	0	1
libelous	0	0	0	0	0	0	0	0	0	0
ho fana ka bolokolohi	1	1	0	0	0	0	0	0	0	0
liberalism	0	0	0	0	0	0	0	0	0	0
lokolla	1	0	1	1	0	0	1	0	1	1
tokoloho	1	0	0	1	0	0	1	0	1	0
tokoloho	1	0	0	1	0	0	1	0	1	1
libido	0	0	0	0	0	0	0	0	0	0
molabi oa libuka	0	0	0	0	0	0	0	0	0	0
laebrari	1	0	0	0	0	0	0	0	0	0
mahalatto	0	0	0	0	0	0	0	0	0	0
lengolo la tumello	0	0	0	0	0	0	0	0	0	0
lichen	0	0	0	0	0	0	0	0	0	0
lick	0	1	0	0	1	0	0	0	0	0
sekwahelo	0	0	0	0	0	0	0	0	0	0
bua leshano	0	1	1	0	1	0	0	1	0	0
ho phomola	0	0	0	0	0	0	0	0	0	0
khokahanyo	0	0	0	0	0	0	0	0	0	0
sebaka	0	0	0	0	0	0	0	0	0	0
lieutenant	0	0	0	0	0	0	0	0	0	1
bophelo	0	0	0	0	0	0	0	0	0	0
mali a bophelo	1	0	0	0	0	0	0	0	0	0
seketsoana sa pholoso	0	0	0	0	0	0	0	0	0	0
e se nang bophelo	0	1	0	0	0	1	0	1	0	0
e kang bophelo	0	0	0	0	0	0	0	0	0	0
bophelo bohle	0	0	0	0	0	0	0	0	0	0
bophelong	0	0	0	0	0	0	0	0	0	0
phahamisa	0	0	0	0	0	0	0	0	0	0
ligament	0	0	0	0	0	0	0	0	0	0
motheo	0	0	0	0	0	0	0	0	0	0
leseli	0	0	0	0	0	0	0	0	0	0
khant?a	0	0	0	0	0	0	0	0	0	0
mohaho o motlakase	1	0	0	0	0	0	0	0	0	0
khanya	0	0	0	0	0	0	0	0	0	0
lehalima	0	0	1	0	0	1	0	0	1	0
monyetla	0	0	0	0	0	0	0	0	0	0
seb?peho	0	0	0	0	0	0	0	0	0	0
ka ho t?oanang	0	0	0	0	0	0	0	0	0	0
rata	1	0	0	0	0	0	1	0	0	1
lilac	0	0	0	0	0	0	0	0	0	0
khahla	0	0	0	0	0	0	0	0	0	0
leoto	0	0	0	0	0	0	0	0	0	0
limbo	0	0	0	0	0	0	0	0	0	0
moeli	0	0	0	0	0	0	0	0	0	0
ho fokotsa	0	0	0	0	0	0	0	0	0	0
e lekane	0	1	1	0	0	0	0	1	0	0
ho se na moeli	0	0	0	0	0	0	0	0	0	0
Limousine	0	0	0	0	0	0	0	0	0	0
limp	0	1	0	0	0	0	0	0	0	0
lin	0	0	0	0	0	0	0	0	0	0
line	0	0	0	0	0	0	0	0	0	0
lineage	0	0	0	0	0	0	0	0	0	0
lineal	0	0	0	0	0	0	0	0	0	0
linear	0	0	0	0	0	0	0	0	0	0
e koetsoe	0	0	0	0	0	0	0	0	0	0
line	0	0	0	0	0	0	0	0	0	0
liner	0	0	0	0	0	0	0	0	0	0
mela	0	0	0	0	0	1	0	0	0	0
ho lieha	0	0	0	1	0	0	0	0	0	0
lingoliloeng	0	0	0	0	0	0	0	0	0	0
lipuo tse ling	0	0	0	0	0	0	0	0	0	0
puo ea lipuo	1	0	0	0	0	0	0	0	0	1
puo ea lipuo	0	0	0	0	0	0	0	0	0	0
linguistics	0	0	0	0	0	0	0	0	0	0
ho roala	0	0	0	0	0	0	0	0	0	0
link	0	0	0	0	0	0	0	0	0	0
linoleum	0	0	0	0	0	0	0	0	0	0
qeta	0	1	0	0	0	0	0	0	0	0
tau	1	0	0	0	0	1	0	0	0	0
lipomo	0	0	0	0	0	0	0	0	0	0
molomo oa lipuo	0	0	0	0	0	0	0	0	0	0
ho tsuba	0	0	0	0	0	0	0	0	0	0
liquefied	0	0	0	0	0	0	0	0	0	0
liqueur	0	0	0	0	0	0	0	0	0	0
metsi	0	0	0	0	0	0	0	0	0	0
hlakola	0	0	0	0	0	0	0	0	0	0
ho tlosoa ha chelete	0	0	0	0	0	0	0	0	0	0
mokelikeli oa metsi	0	0	0	0	0	0	0	0	0	0
chelete	0	0	0	0	0	0	0	0	0	0
joala	0	1	1	0	0	0	1	1	0	0
lisp	0	0	0	0	0	0	0	0	0	0
lenane	0	0	0	0	0	0	0	0	0	0
mamela	0	0	0	0	0	0	0	0	0	0
mamela	0	0	0	0	0	0	0	0	0	0
ho thathamisa	0	0	0	0	0	0	0	0	0	0
ho se na letho	0	1	0	0	0	0	0	1	0	0
litany	0	0	0	0	0	0	0	0	0	0
ka ho toba	0	0	0	0	0	0	0	0	0	0
ho ngola	0	0	0	0	0	0	0	0	0	0
lingoliloeng	0	0	0	0	0	0	0	0	0	0
lithe	1	0	0	0	0	0	0	0	0	0
lithograph	0	0	0	0	0	0	0	0	0	0
lithography	0	0	0	0	0	0	0	0	0	0
lithology	0	0	0	0	0	0	0	0	0	0
lithosphere	0	0	0	0	0	0	0	0	0	0
tse hlahang	0	1	0	0	0	0	0	0	0	0
hlahisa	0	1	1	1	1	1	0	1	0	0
litokelo	0	1	0	0	0	0	0	0	0	0
e le litakatso	0	1	1	0	1	0	0	0	0	0
matlakala	0	1	0	0	0	0	0	0	0	0
marang-rang	0	0	0	0	0	0	0	0	0	0
liturgy	0	0	0	0	0	0	0	0	0	0
mokhoa oa boipheliso	0	0	0	0	0	0	0	0	0	0
livery	0	0	0	0	0	0	0	0	0	0
e hlakileng	0	1	1	0	1	0	0	0	0	0
ho phela	0	0	0	0	0	0	0	0	0	0
llama	0	0	0	0	0	0	0	0	0	0
mojaro	0	0	0	0	0	0	0	0	0	0
bohobe	0	1	0	0	0	0	0	0	0	0
loafer	0	1	0	0	0	0	0	0	0	0
loam	0	0	0	0	0	0	0	0	0	0
mokoloto	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	1	0	0	0	0	0	0	0
nyonya	0	1	1	0	1	0	0	0	0	0
ho nyonya	0	1	0	0	1	0	0	0	0	0
e nyonyehang	0	1	1	0	1	0	0	0	0	0
kamohelo ea baeti	0	0	0	0	0	0	0	0	0	0
lobbyist	0	1	0	0	0	0	0	0	0	0
lobe	0	0	0	0	0	0	0	0	0	0
sebakeng sa heno	0	0	0	0	0	0	0	0	0	0
sebakeng sa habo	0	0	0	0	0	0	0	0	0	0
sebakeng sa habo bona	0	0	0	0	0	0	0	0	0	0
ho ba sebakeng sa heno	0	0	0	0	0	0	0	0	0	0
sebakeng sa hau	0	0	0	1	0	0	0	0	0	0
fumana	0	0	0	0	0	0	0	0	0	0
sebaka	0	0	0	0	0	0	0	0	0	0
loch	0	0	0	0	0	0	0	0	0	0
koala	0	0	0	0	0	0	0	0	0	0
locker	0	0	0	0	0	0	0	0	0	0
locksmith	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	0	1	0	1	0	0
locomotion	0	0	0	0	0	0	0	0	0	0
locomotive	0	0	0	0	0	0	0	0	0	0
tsie	0	1	0	0	0	1	0	0	0	0
lula	0	0	0	0	0	0	0	0	0	0
holo	0	0	0	0	0	0	0	0	0	0
bolulo	0	0	0	0	0	0	0	0	0	1
loft	0	0	0	0	0	0	0	0	0	0
e phahameng	0	1	0	0	0	0	0	0	0	0
log	0	0	0	0	0	0	0	0	0	0
logarithm	0	0	0	0	0	0	0	0	0	0
logarithmic	0	0	0	0	0	0	0	0	0	0
e utloahalang	0	0	0	0	0	0	0	0	0	0
e utloahalang	1	0	0	0	0	0	0	0	0	0
lisebelisoa	0	0	0	0	0	0	0	0	0	0
logotype	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
lollipop	0	0	0	0	0	0	0	0	0	0
se le seng	0	0	0	0	0	0	0	1	0	0
bolutu	0	1	0	0	0	1	0	1	0	0
bolutu	0	1	1	0	1	1	0	1	0	0
lonesome	0	1	0	0	0	0	0	1	0	0
nako e telele	0	0	0	1	0	0	0	0	0	0
ho phela nako e telele	1	0	0	0	0	0	0	0	0	0
ho labalabela	0	0	0	1	0	0	0	1	0	0
bophirimela	0	0	0	0	0	0	0	0	0	0
longitudinal	0	0	0	0	0	0	0	0	0	0
nako e telele	0	0	0	0	0	0	0	0	0	0
loo	0	1	0	0	1	0	0	0	0	0
hlokomela	0	0	0	0	0	0	0	0	0	0
loom	0	1	0	1	0	1	0	0	0	0
ho fihla	0	0	0	0	0	0	0	0	0	0
loon	0	1	0	0	1	0	0	0	0	0
loony	0	1	0	0	0	0	0	0	0	0
lupu	0	0	0	0	0	0	0	0	0	0
loophole	0	0	0	0	0	0	0	0	0	0
lokolla	0	0	0	0	0	0	0	0	0	0
ho lokoloha	0	0	0	0	0	0	0	0	0	0
khaola	0	1	0	0	0	0	0	0	0	0
lop	0	0	0	0	0	0	0	0	0	0
e lutse	0	0	0	0	0	0	0	0	0	0
morena	1	1	0	0	1	0	0	0	0	1
marena	0	0	0	0	0	0	0	0	0	0
borena	1	0	0	0	0	0	0	0	0	0
tahlehelo	0	0	0	0	0	0	0	0	0	0
lorry	0	0	0	0	0	0	0	0	0	0
lahleheloa	0	1	1	0	1	1	0	1	1	0
ho lahleheloa	0	1	1	0	0	0	0	1	0	0
tahlehelo	0	1	1	0	0	1	0	1	0	0
lahlehile	0	1	0	0	0	0	0	1	0	0
e ngata	0	0	0	0	0	0	0	0	0	0
lotion	0	0	0	0	0	0	0	0	0	0
lotho	0	0	0	0	0	0	0	0	0	0
lotho	0	0	0	1	0	0	0	0	0	0
lotto	0	0	0	0	0	0	0	0	0	0
holimo	0	0	0	0	0	0	0	0	0	0
ka lentsoe le phahameng	0	0	0	0	0	0	0	0	0	0
lerata	0	1	1	0	0	0	0	0	0	0
ho phomola	0	1	0	0	0	0	0	0	0	0
louse	0	1	0	0	1	0	0	0	0	0
e ratehang	1	0	0	0	0	0	1	0	0	1
lerato	1	0	0	0	0	0	1	0	0	0
e ratehang	1	0	0	1	0	0	1	1	1	1
NO TRANSLATION	1	0	0	0	0	0	1	0	0	1
moratuoa	1	0	0	1	0	0	1	0	0	1
lerato	1	0	0	0	0	0	1	0	0	1
e tlaase	0	1	0	0	0	0	0	1	0	0
ho theola	0	1	0	0	0	0	0	0	0	0
e tlaase haholo	0	1	0	0	0	0	0	1	0	0
lihlekehleke	0	1	0	0	0	0	0	0	0	0
e tlaase	0	1	0	0	0	0	0	1	0	0
ea t?epahalang	1	0	0	0	0	1	1	0	1	1
bot?epehi	1	0	0	0	0	0	0	0	0	1
lubricate	0	0	0	0	0	0	0	0	0	0
lubrication	0	0	0	0	0	0	0	0	0	0
lehlohonolo	1	0	0	1	0	0	1	0	1	0
lehlohonolo	1	0	0	0	0	0	1	0	1	0
e thata	0	1	0	0	0	0	0	0	0	0
lug	0	0	0	0	0	0	0	0	0	0
th?t?	0	0	0	0	0	0	0	0	0	0
lull	0	0	0	1	0	0	0	0	0	0
lullaby	0	0	0	0	0	0	0	0	0	0
lumbar	0	0	0	0	0	0	0	0	0	0
lehong	0	0	0	0	0	0	0	0	0	0
lumbering	0	1	0	0	0	0	0	0	0	0
luminescent	0	0	0	0	0	0	0	0	0	0
luminous	0	0	0	0	0	0	0	0	0	0
hlama	0	1	0	0	0	0	0	0	0	0
lumpy	0	1	0	0	1	0	0	0	0	0
ho iphelisa	0	1	1	0	1	1	0	1	0	0
khoeli	0	0	0	0	0	0	0	0	0	0
lunatic	0	1	1	0	1	1	0	0	0	0
lijo tsa mot?ehare	0	0	0	0	0	0	0	0	0	0
lijo tsa mantsiboea	0	0	0	0	0	0	0	0	0	0
lunge	0	0	0	0	0	0	0	0	1	0
mat?oafo	0	0	0	0	0	0	0	0	0	0
lurch	0	1	0	0	0	0	0	0	0	0
lera	0	1	0	0	0	0	0	0	0	0
lurid	0	1	0	0	1	0	0	0	0	0
lurk	0	1	0	0	0	0	0	0	0	0
ho lla	0	1	0	0	0	0	0	0	0	0
e monate	1	0	0	1	0	0	1	0	0	0
e tsotehang	0	1	0	0	1	0	0	1	0	0
takatso	0	1	0	1	0	0	0	0	0	0
khanya	1	0	0	0	0	0	1	0	0	0
litakatso	0	1	0	0	0	0	0	0	0	0
e tsotehang	1	0	0	0	0	0	0	0	0	0
takatso e matla	0	0	0	0	1	0	0	0	0	0
lute	0	0	0	0	0	0	0	0	0	0
e khahlehang	1	0	0	0	0	0	0	0	0	0
tse mabothobotho	1	0	0	0	0	0	1	0	0	0
mabothobotho	1	0	0	0	0	0	1	0	0	0
leshano	0	1	1	0	1	0	0	0	0	0
lymph	0	0	0	0	0	0	0	0	0	0
lymphatic	0	0	0	0	0	0	0	0	0	0
lynch	0	1	1	0	1	1	0	1	0	0
lynx	0	0	0	0	0	0	0	0	0	0
lyre	1	0	0	0	0	0	1	0	0	0
lyric	0	0	0	0	0	0	0	0	0	0
lipina tsa thoriso	1	0	0	0	0	0	1	0	0	0
mace	0	1	0	0	0	1	0	0	0	0
mochine	0	0	0	0	0	0	0	0	0	1
mechine	0	0	0	0	0	0	0	0	0	0
machiniste	0	0	0	0	0	0	0	0	0	0
mackerel	0	0	0	0	0	0	0	0	0	0
hlanya	0	1	1	0	1	1	0	1	0	0
madam	0	0	0	0	0	0	0	0	0	0
mofumahali	0	0	0	0	0	0	0	0	0	0
ho hlanya	0	1	1	0	0	1	0	0	0	0
mohlankana	0	1	1	0	0	1	0	0	0	0
bohlanya	0	1	1	0	0	1	0	0	0	0
mafia	0	1	0	0	0	1	0	0	0	0
makasine	0	0	0	0	0	0	0	0	0	0
mage	0	0	0	0	0	1	0	0	0	0
magenta	0	0	0	0	0	0	0	0	0	0
magote	0	1	0	0	1	0	0	0	0	0
boselamose	0	0	0	0	0	0	0	0	0	0
boselamose	1	0	0	1	0	0	1	0	1	0
magician	0	0	0	0	0	0	0	0	1	0
mastrata	0	0	0	0	0	0	0	0	0	0
magma	0	0	0	0	0	0	0	0	0	0
magnate	0	0	0	0	0	0	0	0	0	0
magnet	1	0	0	0	0	0	0	0	0	1
magnetism	1	0	0	0	0	0	0	0	0	0
magnetite	1	0	0	0	0	0	0	0	0	0
bokhabane	1	0	0	1	0	0	1	0	0	1
e hlollang	1	0	0	1	0	0	1	0	1	1
khabisa	0	0	0	0	0	0	0	0	0	0
h?lisa	0	0	0	0	0	0	0	0	0	0
boholo ba tsona	0	0	0	0	0	0	0	0	0	0
magpie	0	0	0	0	0	0	0	0	0	0
moroetsana	0	0	0	0	0	0	0	0	0	0
moroetsana	1	0	0	0	0	0	0	0	0	0
mail	0	0	0	1	0	0	0	0	0	0
ka sehloohong	1	0	0	0	0	0	0	0	0	0
mainland	0	0	0	0	0	0	0	0	0	0
mohloli o ka sehloohong	1	0	0	0	0	0	0	0	0	1
tlhokomelo	0	0	0	0	0	0	0	0	0	1
e hlomphehang	1	0	0	1	0	0	1	0	1	1
borena	1	0	0	0	0	0	0	0	0	1
tse kholo	1	0	0	0	0	0	0	0	0	0
bongata	1	0	0	0	0	0	1	0	0	1
etsa	0	0	0	0	0	0	0	0	0	0
moetsi	0	0	0	0	0	0	0	0	0	0
nakoana	0	1	0	0	0	0	0	0	0	0
boelana	0	0	0	0	0	0	0	0	0	0
boloetse	0	1	0	0	0	0	0	0	0	0
malaise	0	1	0	0	0	0	0	1	0	0
malaria	0	1	0	0	1	1	0	1	0	0
e motona	0	0	0	0	0	0	0	0	0	0
e mabifi	0	1	1	0	1	1	0	1	0	0
malfeasance	0	1	0	0	1	0	0	0	0	0
malformation	0	1	0	0	0	0	0	0	0	0
bobe	0	1	1	0	0	1	0	0	0	0
e kotsi	0	1	1	0	1	1	0	1	0	0
ho senya	0	1	1	0	1	0	0	0	0	0
ho bolaea	0	1	0	0	0	1	0	1	0	0
e kotsi	0	1	1	0	0	1	0	0	0	0
mall	0	0	0	0	0	0	0	0	0	0
e sa khonehang	0	0	0	0	0	0	0	0	0	0
mallet	0	0	0	0	0	0	0	0	0	0
ho sebetsa hampe	0	1	1	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	1
liphoofolo	0	0	0	0	0	0	0	0	0	0
mammoth	0	0	0	0	0	0	0	0	0	0
motho	0	0	0	0	0	0	0	0	0	0
laola	1	0	0	0	0	0	0	0	0	1
tsamaiso	1	0	0	0	0	0	0	0	0	1
mookameli	0	0	0	0	0	0	0	0	0	0
mandamus	0	1	0	0	0	1	0	0	0	0
Mandarin	1	0	0	0	0	0	0	0	0	1
taelo	0	0	0	0	0	0	0	0	0	0
mamello	0	0	0	0	0	0	0	0	0	0
mandolin	0	0	0	0	0	0	0	0	0	0
mandrel	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
tsamaisa	0	0	0	0	0	0	0	0	0	0
ho tsamaisa	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	0	1	0	0	1	1	0	0	0	0
sejelong	0	0	0	0	0	0	0	0	0	0
mangle	0	1	1	0	1	1	0	1	0	0
mango	0	0	0	0	0	0	0	0	0	0
mangosteen	0	0	0	0	0	0	0	0	0	0
ho ba monna	1	0	0	0	0	0	0	0	0	0
mania	0	1	0	0	0	0	0	0	0	0
maniac	0	1	1	0	0	1	0	0	0	0
bolokolohi	0	1	0	0	0	0	0	0	0	0
